libaio 0.3.113-3.1
libakonadi 24.12.0-1.1
libao 1.2.2-6.1
libappindicator-gtk3 12.10.0.r298-4
libarchive 3.7.7-1
libass 0.17.3-1.1
libassuan 3.0.0-1.1
libasyncns 1:0.8+r3+g68cd5af-3.1
libatasmart 0.19-6.1
libavc1394 0.5.4-6.1
libavif 1.1.1-2.1
libavtp 0.2.0-3.1
libayatana-appindicator 0.5.93-1.1
libayatana-indicator 0.9.4-1.1
libb2 0.98.1-3.1
libblockdev 3.2.1-2.1
libblockdev-crypto 3.2.1-2.1
libblockdev-fs 3.2.1-2.1
libblockdev-loop 3.2.1-2.1
libblockdev-mdraid 3.2.1-2.1
libblockdev-nvme 3.2.1-2.1
libblockdev-part 3.2.1-2.1
libblockdev-swap 3.2.1-2.1
libbluray 1.3.4-2.1
libbpf 1.5.0-1.1
libbs2b 3.1.0-9.1
libbsd 0.12.2-2.1
libburn 1.5.6-1.1
libbytesize 2.8-3.1
libcaca 0.99.beta20-4.1
libcamera 0.3.2-1
libcamera-ipa 0.3.2-1
libcanberra 1:0.30+r2+gc0620e4-4.1
libcap 2.71-1.1
libcap-ng 0.8.5-2.1
libcddb 1.3.2-7.1
libcdio 2.1.0-4.3
libcdio-paranoia 10.2+2.0.2-1.2
libclapper 0.6.1-4.1
libclapper-gtk 0.6.1-4.1
libclc 18.1.8-1
libcli 1.10.7-2.1
libcloudproviders 0.3.6-1.1
libcolord 1.4.7-2
libcryptui 1:3.12.2+r71+ged4f890e-1
libcue 2.3.0-1.1
libcups 2:2.4.11-1.1
libcupsfilters 2.1.0-1.1
libcurl-compat 8.11.1-3
libcurl-gnutls 8.11.1-3
libdaemon 0.14-6.1
libdatachannel 0.21.2-2.1
libdatrie 0.2.13-4.1
libdbusmenu-glib 16.04.0.r498-2
libdbusmenu-gtk2 16.04.0.r498-2
libdbusmenu-gtk3 16.04.0.r498-2
libdbusmenu-qt4 0.9.3+16.04.20160218-1
libdbusmenu-qt5 0.9.3+16.04.20160218-7
libdc1394 2.2.7-1.1
libdca 0.0.7-2.1
libde265 1.0.15-3.1
libdecor 0.2.2-1.1
libdeflate-git 1.22.r10.gbd57e93-1
libdiscid 0.6.4-3.1
libdispatch 5.10-1.1
libdisplay-info 0.2.0-2.1
libdmtx 0.7.7-2.1
libdovi 3.3.1-1.1
libdrm 2.4.124-1.1
libdv 1.0.0-11.1
libdvbpsi 1:1.3.3-3
libdvdcss 1.4.3-2.1
libdvdnav 6.1.1-2.1
libdvdread 6.1.3-2.1
libebml 1.4.5-1.1
libedataserverui4 3.54.2-1
libedit 20240517_3.1-1.1
libei 1.3.0-1
libelf 0.192-2
libepoxy 1.5.10-3.1
libevdev 1.13.3-1.1
libevent 2.1.12-4.1
libexif 0.6.24-3.1
libfabric 1.22.0-2.2
libfbclient 4.0.4.3010-1.1
libfdk-aac 2.0.3-1.1
libffi 3.4.6-1.1
libfontenc 1.1.8-1.1
libfprint 1.94.8-1.1
libfreeaptx 0.1.1-2.1
libftdi 1.5-6.1
libgcrypt 1.11.0-2.1
libgcrypt15 1.5.6-6
libgdiplus 6.1-2.1
libgdm 47.0-2
libgee 0.20.6-2.1
libgexiv2 0.14.3-1.1
libgirepository 1.82.0-1.1
libgit2 1:1.8.4-1.1
libglvnd 1.7.0-1.1
libgme 0.6.3-5.1
libgnomekbd 1:3.28.1-1.1
libgoa 3.52.2-1.1
libgpg-error 1.51-1.1
libgphoto2 2.5.31-3.1
libgsf 1.14.53-1.1
libgtop 2.41.3-2.1
libgudev 238-1.1
libgusb 0.4.9-1.1
libgweather-4 4.4.4-1.1
libgxps 0.3.2-5.1
libhandy 1.8.3-2.1
libheif 1.19.5-1.1
libibus 1.5.31-1.1
libical 3.0.18-2.1
libice 1.1.2-1.1
libid3tag 0.16.3-2.1
libidn 1.42-1.1
libidn11 1.33-2
libidn2 2.3.7-1.1
libiec61883 1.2.0-8.1
libieee1284 0.2.11-17.1
libimagequant 4.3.3-1
libimobiledevice 1.3.0-14.1
libimobiledevice-glue 1.3.1-1.1
libindicator-gtk2 12.10.1-10
libinih 58-1.1
libinput 1.27.0-1.1
libinstpatch 1.1.6-3.1
libiptcdata 1.0.5-3.1
libisl 0.27-1.1
libisoburn 1.5.6-1.1
libisofs 1.5.6-1.1
libjpeg-turbo 3.0.4-1.1
libjpeg6-turbo 1.5.3-2.2
libjuice 1.5.2-1.1
libjxl 0.11.1-1.1
libkdcraw 24.12.0-1
libkexiv2 24.12.0-1.1
libkgapi 24.12.0-1.1
libkleo 24.12.0-1.1
libksba 1.6.7-1.1
libkscreen 6.2.4-1.1
libksysguard 6.2.4-1
liblc3 1.1.1-1.1
libldac 2.0.2.3-2.1
libldap 2.6.9-1
libliftoff 0.5.0-1.1
liblouis 3.32.0-1.1
liblqr 0.4.3-1.1
liblrdf 0.6.1-5.1
libltc 1.3.2-2.1
libluv 1.48.0_2-1
liblzf 3.6-5.1
libmad 0.15.1b-10.1
libmalcontent 0.13.0-1.1
libmanette 0.2.9-2.1
libmatroska 1.7.1-2.1
libmaxminddb 1.11.0-1.1
libmbim 1.30.0-1
libmd 1.1.0-2.1
libmemcached-awesome 1.1.4-3
libmfx 23.2.2-3
libmicrodns 0.2.0-2.1
libmicrohttpd 1.0.1-1.1
libmikmod 3.3.11.1-7.1
libmm-glib 1.22.0-1.1
libmms 0.6.4-5.1
libmng 2.0.3-4.1
libmnl 1.0.5-2.1
libmodplug 0.8.9.0-6.1
libmpc 1.3.1-2.1
libmpcdec 1:0.1+r475-6
libmpdclient 2.22-1.1
libmpeg2 0.5.1-10.1
libmspack 1:1.11-1.1
libmtp 1.1.22-1.1
libmysofa 1.3.3-1.1
libnautilus-extension 47.1-1.1
libndp 1.9-1.1
libnet 2:1.3-1.1
libnetfilter_conntrack 1.0.9-2.1
libnetfilter_queue 1.0.5-2.1
libnewt 0.52.24-2.1
libnfnetlink 1.0.2-2.1
libnfs 5.0.3-1.1
libnftnl 1.2.8-1.1
libnghttp2 1.64.0-1.1
libnghttp3 1.6.0-1.1
libngtcp2 1.10.0-1.1
libnice 0.1.22-1
libnl 3.11.0-1.1
libnm 1.50.0-1
libnma 1.10.6-3.1
libnma-common 1.10.6-3.1
libnma-gtk4 1.10.6-3.1
libnotify 0.8.3-1.1
libnsl 2.0.1-1.1
libnss_nis 3.2-2.1
libnvme 1.11.1-1
libogg 1.3.5-2.1
libomxil-bellagio 0.9.3-5.2
libopenmpt 0.7.11-1.1
libopenraw 0.3.7-2.1
libosinfo 1.12.0-1.1
libotr 4.1.1-5
libp11-kit 0.25.5-1.1
libpaper 2.2.5-1.1
libpcap 1.10.5-2.1
libpciaccess 0.18.1-2.1
libpgm 5.3.128-3.1
libphonenumber 1:8.13.50-1.1
libpipeline 1.5.8-1.1
libpipewire 1:1.2.7-1.1
libplacebo 7.349.0-3.1
libplasma 6.2.4-1.1
libplist 2.6.0-1.1
libpng 1.6.44-1.1
libpng12 1.2.59-2.1
libportal 0.8.1-1.1
libportal-gtk4 0.8.1-1.1
libppd 2.1.0-1.1
libproxy 0.5.9-1.1
libpsl 0.21.5-2
libpulse 17.0+r43+g3e2bb8a1e-1.1
libpwquality 1.4.5-5.1
libqaccessibilityclient-qt6 0.6.0-1
libqalculate 5.4.0.1-1.1
libqmi 1.34.0-2.1
libqrtr-glib 1.2.2-3
libraqm 0.10.2-1.1
libraw 0.21.3-1.1
libraw1394 2.1.2-4.1
librest 0.9.1-2.1
librsvg 2:2.59.2-1.1
librsync 1:2.3.4-2.1
librtmp0 2.4-6.1
libsamplerate 0.2.2-3.1
libsasl 2.1.28-5.1
libsass 3.6.6-1.1
libseccomp 2.5.5-3
libsecret 0.21.4-1.1
libshout 1:2.4.6-3.1
libsidplayfp 2.12.0-1.1
libsigc++ 2.12.1-1.1
libsigc++-3.0 3.6.0-1.1
libsixel 1.10.3-7.1
libsm 1.2.5-1.1
libsndfile 1.2.2-2.1
libsodium 1.0.20-1.1
libsonic 0.2.0-2
libsoup 2.74.3-1
libsoup3 3.6.1-1
libsoxr 0.1.3-4.1
libspectre 0.2.12-2.1
libspeechd 0.11.5-2.1
libsrtp 1:2.6.0-1.1
libssh 0.11.1-1.1
libssh2 1.11.0-1.1
libstemmer 2.2.0-2.1
libsynctex 2024.2-5.1
libsysprof-capture 47.2-1.1
libtar 1.2.20-7.1
libtasn1 4.19.0-2.1
libteam 1.32-2.1
libthai 0.1.29-3.1
libtheora 1.1.1-6.1
libtiff 4.7.0-1.1
libtiff4 3.9.7-6
libtirpc 1.3.6-1.1
libtommath 1.3.0-1.1
libtool 2.5.4+r1+gbaa1fe41-2
libtpms 0.10.0-1
libudev0-shim 2-1.1
libunibreak 6.1-1.1
libunistring 1.2-1.1
libunwind 1.8.1-3.1
libupnp 1.14.20-1.1
liburcu 0.14.1-1.1
liburing 2.8-1.1
libusb 1.0.27-1.1
libusb-compat 0.1.8-2.1
libusbmuxd 2.1.0-1.2
libutempter 1.2.1-4.1
libutf8proc 2.9.0-1.1
libuv 1.49.2-1.1
libva 2.22.0-1.1
libva-intel-driver 2.4.1-3.1
libvdpau 1.5-3.1
libverto 0.3.2-5.1
libvlc 3.0.21-9.1
libvorbis 1.3.7-3
libvpl 2.14.0-1.1
libvpx 1.14.1-1.1
libvpx1.3 1.3.0-3
libvterm 0.3.3-2.1
libwacom 2.14.0-1
libwbclient 2:4.21.2-1.1
libwebp 1.4.0-3.1
libwireplumber 0.5.7-1.1
libwmf 0.2.13-4.1
libwnck3 43.1-1.1
libwpe 1.16.0-3.1
libx11 1.8.10-1.1
libx86emu 3.5-4.1
libxau 1.0.12-1.1
libxaw 1.0.16-1.1
libxcb 1.17.0-1.1
libxcomposite 0.4.6-2.1
libxcrypt 4.4.36-2.1
libxcrypt-compat 4.4.36-2.1
libxcursor 1.2.3-1.1
libxcvt 0.1.3-1.1
libxdamage 1.1.6-2.1
libxdmcp 1.1.5-1.1
libxext 1.3.6-1.1
libxfce4ui 4.18.6-3.1
libxfce4util 4.18.2-3.1
libxfixes 6.0.1-2.1
libxfont2 2.0.7-1.1
libxft 2.3.8-2.1
libxi 1.8.2-1.1
libxinerama 1.1.5-2.1
libxkbcommon 1.7.0-2.1
libxkbcommon-x11 1.7.0-2.1
libxkbfile 1.1.3-1.1
libxklavier 5.4-5.1
libxml2 2.13.5-1
libxmlb 0.3.21-1.1
libxmu 1.2.1-1.1
libxpm 3.5.17-2.1
libxpresent 1.0.1-2.1
libxrandr 1.5.4-1.1
libxrender 0.9.12-1.1
libxres 1.2.2-2.1
libxshmfence 1.3.3-1.1
libxslt 1.1.42-1.1
libxss 1.2.4-2.1
libxt 1.3.1-1.1
libxtst 1.2.5-1.1
libxv 1.0.13-1.1
libxxf86vm 1.1.6-1.1
libyaml 0.2.5-3.1
libyuv r2426+464c51a03-1.1
libzip 1.11.2-1.1
licenses 20240728-1
lilv 0.24.24-2
linux-api-headers 6.11-2
linux-cachyos 6.12.6-2
linux-cachyos-headers 6.12.6-2
linux-firmware 20241210.b00a7f7e-1
linux-firmware-whence 20241210.b00a7f7e-1
lirc 1:0.10.2-4.1
lld 18.1.8-1.1
llvm 18.1.8-7
llvm-libs 18.1.8-7
lm_sensors 1:3.6.0.r41.g31d1f125-3.1
lmdb 0.9.33-1.1
localsearch 3.8.2-1
logrotate 3.22.0-1.1
lolcat 100.0.1-3
lrzip 0.651-3.1
lsb-release 2.0.r53.a86f885-2
lsd 1.1.5-1.1
lsof 4.99.4-1.1
lsscsi 0.32-2.1
lua 5.4.7-1.1
lua51-lpeg 1.1.0-3
lua53 5.3.6-3.1
luajit 2.1.1731601260-1.1
luarocks 3.11.1-2
luit 20240910-1.1
lutris 0.5.18-1
lv2 1.18.10-1
lvm2 2.03.29-1.1
lz4 1:1.10.0-3
lzfse 1.0-2
lzo 2.10-5.1
lzop 1.04-4.1
m4 1.4.19-3.1
macchanger 1.7.0-6.1
mailcap 2.1.54-2
make 4.4.1-2.1
man-db 2.13.0-1.1
man-pages 6.9.1-1
mangohud 0.7.2-2.2
mariadb 11.6.2-2.1
mariadb-clients 11.6.2-2.1
mariadb-libs 11.6.2-2.1
materialgram-bin 5.8.1.1-1
mbedtls 3.6.1-1
mbedtls2 2.28.9-1.1
md4c 0.5.2-1.1
mdadm 4.3-2
mdbtools 1.0.0-1.2
media-player-info 26-1
meld 3.22.2-3
memtest86+ 7.00-1
mesa 1:24.3.2-2
mesa-utils 9.0.0-5.1
meson 1.6.0-4
milou 6.2.4-1.1
mimetreeparser 24.12.0-1.1
minicom 2.9-2.1
minizip 1:1.3.1-2.1
mjpegtools 2.2.1-2.1
mkinitcpio 39.2-3
mkinitcpio-busybox 1.36.1-1.1
mkinitcpio-nfs-utils 0.3-8.1
mkinitcpio-openswap 0.1.0-3
mobile-broadband-provider-info 20240407-1
modemmanager 1.22.0-1.1
mongo-c-driver 1.29.0-1.2
mono 6.12.0.206-1.1
most 5.2.0-2.1
motrix 1.8.19-3
mpc 0.35-1.1
mpd 0.23.16-1.1
mpdecimal 4.0.0-2.1
mpfr 4.2.1-4.1
mpg123 1.32.9-1.1
mpv 1:0.39.0-4.1
msgpack-c 6.1.0-2.1
mtdev 1.1.7-1.1
mtools 1:4.0.46-1.1
mtpfs 1.1-5.1
mujs 1.3.5-1.1
mutter 47.3-1.1
nasm 2.16.03-1.1
nautilus 47.1-1.1
nbd 3.26.1-1.1
ncdu 2.7-1.1
ncurses 6.5-3.1
neon 0.34.0-1.1
neovim 0.10.2-2.1
net-snmp 5.9.4-5.1
net-tools 2.10-3.1
netctl 1.29-2
netpbm 10.86.43-1.1
netsniff-ng 0.6.8-6
nettle 3.10-1
network-manager-applet 1.36.0-1
networkmanager 1.50.0-1
networkmanager-openvpn 1.12.0-1.1
newsflash 3.3.5-1.1
nfs-utils 2.8.2-1.1
nfsidmap 2.8.2-1.1
nftables 1:1.1.1-1.1
nilfs-utils 2.2.11-1.1
ninja 1.12.1-1
nist-feed 12.775bd87-1
nm-connection-editor 1.36.0-1
node-gyp 11.0.0-1
nodejs-lts-iron 20.18.1-1.3
nodejs-nopt 7.2.1-1
nohang 0.2.0-1.5
noto-color-emoji-fontconfig 1.0.0-2
noto-fonts 1:2024.12.01-1
noto-fonts-cjk 20230817-2
noto-fonts-emoji 1:2.047-1
npm 10.9.2-1
npth 1.8-1.1
nspr 4.36-1.1
nss 3.107-1.1
nss-mdns 0.15.1-2.1
ntfs-3g 2022.10.3-1.1
ntp 4.2.8.p18-2
numactl 2.0.19-1
nvtop 3.1.0-1.1
nwg-look 0.2.7-1.1
nyancat 1.5.2-3.1
obs-studio 31.0.0-1.1
obsidian 1.7.7-1
ocean-sound-theme 6.2.4-1
ocl-icd 2.3.2-2.1
octopi 0.16.2-2
oh-my-zsh-git r7425.7ed475cb5-1
oniguruma 6.9.9-1.1
onionshare 2.6.2-3
onlyoffice-bin 8.2.2-1
openal 1.24.1-1.1
openbsd-netcat 1.226_1-3.1
opencl-rusticl-mesa 1:24.3.2-2
opencore-amr 0.1.6-2.1
opendesktop-fonts 1.4.2-7
openexr 3.3.2-1.1
openh264 2.5.0-1.1
openjpeg2 2.5.3-1
openmpi 5.0.5-2.2
openpmix 5.0.4-1.1
opensnitch 1.6.6-2.1
opensnitch-ebpf-module 1.6.6-1
openssh 9.9p1-2.1
openssl 3.4.0-1.1
openssl-1.1 1.1.1.w-2.1
openucx 1.17.0-3.2
openvpn 2.6.12-2.1
opus 1.5.2-1.1
opusfile 0.12-4.1
orc 0.4.40-1.1
orca 47.2-1
os-prober 1.81-2.1
osinfo-db 20240701-1
ostree 2024.9-1.1
p11-kit 0.25.5-1.1
p7zip 1:17.05-2.1
pacman 7.0.0.r6.gc685ae6-2
pacman-contrib 1.10.6-2.2
pacman-mirrorlist 20240717-1
pacutils 0.14.0-3.2
pahole 1:1.27-4
pam 1.7.0-1.1
pambase 20230918-2
pango 1:1.54.0-1.1
pangomm 2.46.4-1.4
pangomm-2.48 2.54.0-1.3
papirus-folders 1.13.1-1
papirus-icon-theme 20240501-1
parallel 20241122-1
parted 3.6-2.1
partitionmanager 24.12.0-1.1
paru 2.0.4-1
patch 2.7.6-10.1
patool 2.3.0-1
pavucontrol 1:6.1-1.1
pcaudiolib 1.3-1.1
pciutils 3.13.0-2.1
pcre 8.45-4.1
pcre2 10.44-1.1
pcsclite 2.3.0-1.1
pdf-parser 0.7.9-1
pdfid 0.2.8-3
perl 5.40.0-1.1
perl-alien-build 2.84-1
perl-alien-libxml2 0.19-4
perl-capture-tiny 0.48-9
perl-cgi 4.66-2
perl-clone 0.47-1.1
perl-dbi 1.645-1.1
perl-digest-hmac 1.05-1
perl-digest-sha1 2.13-21.1
perl-encode-locale 1.05-13
perl-error 0.17029-7
perl-ffi-checklib 0.31-5
perl-file-chdir 0.1011-6
perl-file-listing 6.16-4
perl-file-slurp-tiny 0.004-11
perl-file-which 1.27-5
perl-html-form 6.12-1
perl-html-parser 3.83-1.1
perl-html-tagset 3.24-2
perl-http-cookiejar 0.014-3
perl-http-cookies 6.11-2
perl-http-daemon 6.16-4
perl-http-date 6.06-3
perl-http-message 6.46-2
perl-http-negotiate 6.01-14
perl-http-response-encoding 0.06-8
perl-http-server-simple 0.52-6
perl-inc-latest 0.500-13
perl-io-html 1.004-6
perl-libwww 6.77-2
perl-locale-gettext 1.07-15.1
perl-lwp-mediatypes 6.04-6
perl-mailtools 2.22-1
perl-module-build 0.4234-4
perl-net-dns 1.48-1
perl-net-http 6.23-4
perl-net-ip 1.26-14
perl-net-netmask 2.0002-1
perl-net-whois-ip 1.19-1
perl-path-tiny 0.146-2
perl-string-random 0.32-4
perl-sub-uplevel 0.2800-5
perl-test-useallmodules 0.17-1
perl-test-warn 0.37-2
perl-timedate 2.33-7
perl-tree-dag-node 1.32-2
perl-try-tiny 0.32-2
perl-uri 5.31-1
perl-www-mechanize 2.19-1
perl-www-robotrules 6.02-14
perl-xml-libxml 2.0210-2.1
perl-xml-namespacesupport 1.12-6
perl-xml-parser 2.47-2.1
perl-xml-sax 1.02-2
perl-xml-sax-base 1.09-6
perl-xml-writer 0.900-4
phoneinfoga v2.11.0.r0.g5f6156f-1
phonon-qt6 4.12.0-4
phonon-qt6-vlc 0.12.0-2
pinentry 1.3.1-5.1
pipes.sh 1.3.0-1
pipewire 1:1.2.7-1.1
pipewire-alsa 1:1.2.7-1.1
pipewire-audio 1:1.2.7-1.1
pipewire-jack 1:1.2.7-1.1
pipewire-pulse 1:1.2.7-1.1
pixman 0.44.2-1.1
pkcs11-helper 1.30.0-1.1
pkgconf 2.3.0-1.1
pkgfile 22-1.1
plasma-activities 6.2.4-1.1
plasma-activities-stats 6.2.4-1.1
plasma-browser-integration 6.2.4-1.1
plasma-firewall 6.2.4-1.1
plasma-integration 6.2.4-1.1
plasma-thunderbolt 6.2.4-1.1
plasma-workspace 6.2.4-1.1
plasma5support 6.2.4-1.1
playerctl 2.4.1-4.1
plocate 1.1.23-1.1
plymouth 24.004.60-9.1
plymouth-theme-neat 0.1.0-1
pocl 6.0-2.1
polkit 125-1.1
polkit-gnome 0.105-11.1
polkit-qt5 0.200.0-1
polkit-qt6 0.200.0-1
pop-icon-theme 3.5.1-1
poppler 24.11.0-2.1
poppler-data 0.4.12-2
poppler-glib 24.11.0-2.1
poppler-qt6 24.11.0-2.1
popt 1.19-2.1
portaudio 1:19.7.0-3.2
postgresql-libs 16.3-4.1
power-profiles-daemon 0.23-2
powershell-bin 7.4.6-1
powersploit 591.d943001-1
ppp 2.5.1-1.1
prison 6.9.0-1.1
procps-ng 4.0.4-3.1
profile-sync-daemon 1:6.50-2
profile-sync-daemon-brave 2022.08.18-1
protobuf 28.3-1.1
proton-cachyos 1:9.0.20241206-1
proxychains-ng 4.17-2.1
prrte 3.0.7-1.1
psmisc 23.7-1.1
pugixml 1.14-1.1
purpose 6.9.0-1.1
purpose5 5.116.0-1.1
pv 1.9.15-1.1
pyright 1.1.390-1
pyside6 6.8.1-1.1
python 3.12.7-2
python-aiohappyeyeballs 2.4.3-1
python-aiohttp 3.10.5-1.2
python-aiosignal 1.3.1-7
python-annotated-types 0.7.0-1
python-anyascii 0.3.2-2
python-anyio 4.6.2.post1-1
python-argcomplete 3.4.0-1
python-argon2-cffi 23.1.0-2
python-argon2-cffi-bindings 21.2.0-5.3
python-arrow 1.3.0-3
python-asgiref 3.8.1-1
python-asttokens 2.4.1-2
python-async-timeout 4.0.3-5
python-attrs 23.2.0-3
python-autocommand 2.2.2-6
python-babel 2.15.0-1
python-bandcamp-api 0.2.3-2
python-bcrypt 4.2.1-1.1
python-beautifulsoup4 4.12.3-2
python-bidict 0.23.1-3
python-binaryornot 0.4.4-10
python-blinker 1.8.2-1
python-brotli 1.1.0-2.1
python-brotlicffi 1.1.0.0-2.1
python-build 1.2.2-1
python-cachecontrol 1:0.14.1-1
python-cachy 0.3.0-10
python-cairo 1.27.0-1.1
python-capng 0.8.5-2.1
python-cchardet 2.1.7-6.1
python-certifi 2024.08.30-1
python-cffi 1.17.1-1.1
python-chardet 5.2.0-2
python-charset-normalizer 3.4.0-1
python-cleo 2.2.1-1
python-click 8.1.7-3
python-colorama 0.4.6-3
python-contourpy 1.3.1-1.1
python-cookiecutter 2.6.0-2
python-coverage 7.6.8-1.1
python-crashtest 0.4.1-3
python-cryptography 43.0.3-1.1
python-cssselect 1.2.0-6
python-cssselect2 0.7.0-5
python-cssutils 2.11.1-1
python-cycler 0.12.1-2
python-dacite 1.8.1-2.1
python-dateutil 2.9.0-5
python-dbus 1.3.2-4
python-decorator 5.1.1-4
python-defusedxml 0.7.1-6
python-demjson3 3.0.6-2
python-deprecated 1.2.15-1
python-dirty-equals 0.8.0-1
python-distlib 0.3.9-1
python-distro 1.9.0-2
python-django 5.1.2-1
python-dlib 19.24.6-1
python-dnspython 1:2.6.1-1
python-docutils 1:0.21.2-1
python-dotenv 1.0.1-2
python-dulwich 0.22.6-1.1
python-easyprocess 1.1-4
python-engineio 4.9.1-1
python-et-xmlfile 2.0.0-1
python-evdev 1.7.1-1.1
python-eventlet 0.35.2-1
python-executing 2.1.0-1
python-face-recognition 1.3.0-5
python-face-recognition-models 0.3.0-7
python-facebook-sdk 3.1.0-7
python-fastapi 0.115.6-1
python-fastjsonschema 2.20.0-1
python-filelock 3.16.1-1
python-flask 2.3.3-2
python-flask-compress 1.14-2
python-flask-socketio 5.3.6-2
python-fonttools 4.55.3-1.1
python-frozenlist 1.4.1-3.1
python-future 1.0.0-1
python-fvs 0.3.4-3
python-gobject 3.50.0-1
python-gpgme 1.24.1-1.1
python-greenlet 3.1.0-1.1
python-grpcio 1.67.1-1.1
python-grpcio-tools 1.67.1-1.1
python-guzzle-sphinx-theme 0.7.11-12
python-h11 0.14.0-4
python-html5lib 1.1-14
python-httptools 0.6.1-2.1
python-humblewx 0.2.2-2
python-hypothesis 6.118.7-1
python-idna 3.10-1
python-ifaddr 0.2.0-5
python-imagecodecs 2024.9.22-1.2
python-imageio 2.36.1-2
python-imagesize 1.4.1-5
python-importlib-metadata 7.2.1-1
python-inflect 7.4.0-1
python-iniconfig 2.0.0-5
python-installer 0.7.0-8
python-itsdangerous 2.1.2-4
python-jaconv 0.3.4-3
python-jaraco.classes 3.4.0-1
python-jaraco.collections 5.0.1-1
python-jaraco.context 5.3.0-1
python-jaraco.functools 4.0.2-1
python-jaraco.text 4.0.0-1
python-jedi 0.19.1-2
python-jeepney 0.8.0-3
python-jinja 1:3.1.4-1
python-joblib 1.4.2-1
python-jsonschema 4.23.0-1
python-jsonschema-specifications 2023.12.1-2
python-keyring 25.5.0-1
python-kiwisolver 1.4.5-3.1
python-lark-parser 1.2.2-1
python-lazy-loader 0.4-4
python-libsass 0.23.0-3.1
python-libtmux 0.37.0-2
python-llfuse 1.5.0-2.1
python-lockfile 0.12.2-13
python-lxml 5.3.0-1.1
python-mako 1.3.6-1
python-markdown 3.7-1
python-markdown-it-py 3.0.0-2
python-markupsafe 2.1.5-2.1
python-material-color-utilities 0.1.5-3
python-materialyoucolor-git 2.0.9.r3.g85099ce-1
python-matplotlib 3.9.3-1
python-matplotlib-inline 0.1.7-1
python-mdurl 0.1.2-5
python-mock 5.1.0-1
python-moddb 0.11.0-1
python-more-itertools 10.3.0-1
python-msgpack 1.0.5-2.1
python-multidict 6.0.5-3.1
python-mutagen 1.47.0-2
python-netifaces 0.11.0-5.1
python-networkx 3.3-2
python-notify2 0.3.1-10
python-numpy 2.2.0-1.1
python-openpyxl 3.1.5-1
python-ordered-set 4.1.0-5
python-orjson 3.10.11-1.1
python-outcome 1.3.0.post0-4
python-packaging 24.2-1
python-pager 3.3-6
python-pandas 2.2.2-3.1
python-parso 1:0.8.4-2
python-pathvalidate 3.2.1-1
python-pefile 2023.2.7-2
python-pexpect 4.9.0-2
python-pillow 11.0.0-1
python-pillow6 6.2.2-3
python-pip 24.3.1-1
python-pipx 1.7.1-1
python-pkgconfig 1.5.5-6
python-pkginfo 1.10.0-1
python-platformdirs 4.3.6-1
python-pluggy 1.5.0-1
python-poetry 1.8.4-1
python-poetry-core 1.9.0-5
python-poetry-plugin-export 1.8.0-1
python-pooch 1.8.2-3
python-prompt_toolkit 3.0.48-1
python-protobuf 28.3-1.1
python-psutil 6.1.0-1.1
python-ptyprocess 0.7.0-6
python-pure-eval 0.2.3-1
python-py-cpuinfo 9.0.0-4
python-pycparser 2.22-2
python-pycryptodome 3.21.0-1.1
python-pycryptodomex 3.21.0-1.1
python-pycurl 7.45.3-1.1
python-pydantic 2.9.2-1
python-pydantic-core 1:2.23.4-1.1
python-pydantic-extra-types 2.10.0-1
python-pydantic-settings 2.6.1-1
python-pyfuse3 3.4.0-1.1
python-pygments 2.18.0-1
python-pyinotify 0.9.6-14
python-pykakasi 2.3.0-2
python-pynacl 1.5.0-2.1
python-pyopenssl 24.2.1-2
python-pyparsing 3.1.2-2
python-pypng 0.20231004.0-3
python-pyproject-hooks 1.2.0-1
python-pyqt5 5.15.11-1
python-pyqt5-sip 12.16.1-1.1
python-pyqt6 6.8.0-1
python-pyqt6-sip 13.9.1-1.1
python-pyrsistent 0.20.0-6
python-pysocks 1.7.1-9
python-pytest 1:8.3.3-1
python-pytest-benchmark 4.0.0-6
python-pytest-cov 5.0.0-1
python-pytube 15.0.0-3
python-pytz 2024.2-1
python-pyvirtualdisplay 3.0-5
python-pywal 3.3.0-9
python-pywavelets 1.8.0-1
python-pywayland 0.4.18-1.1
python-pywhat 5.1.0-4.3
python-pyxdg 0.28-3
python-qrcode 7.4.2-5
python-rapidfuzz 3.6.2-3.1
python-redis 5.2.0-1
python-referencing 0.35.1-1
python-regex 2024.11.6-1.1
python-reportlab 4.2.2-1.1
python-requests 2.32.3-1
python-requests-futures 1.0.1-2
python-requests-toolbelt 1.0.0-2
python-rich 13.9.4-1
python-rpds-py 0.19.0-1.1
python-scikit-image 0.25.0-1
python-scikit-learn 1.6.0-1
python-scipy 1.14.1-1.1
python-secretstorage 3.3.3-5
python-selenium 4.27.1-2
python-setproctitle 1.3.3-2.1
python-setuptools 1:75.2.0-2
python-setuptools-scm 8.1.0-1
python-shellingham 1.5.4-2
python-six 1.16.0-9
python-slugify 8.0.4-2
python-sniffio 1.3.1-3
python-snowballstemmer 2.2.0-6
python-socketio 5.8.0-3
python-sortedcontainers 2.4.0-6
python-soundcloud-v2 1.6.0-1
python-soupsieve 2.6-1
python-sphinx 8.1.3-1
python-sphinx-alabaster-theme 1.0.0-1
python-sphinxcontrib-applehelp 2.0.0-1
python-sphinxcontrib-devhelp 2.0.0-2
python-sphinxcontrib-htmlhelp 2.1.0-1
python-sphinxcontrib-jsmath 1.0.1-17
python-sphinxcontrib-qthelp 2.0.0-1
